"TimeUTC","timestampInMs","requestPath","requestMethod","requestQueryString","responseStatusCode","requestId","requestUserAgent","level","environment","branch","vercelCache","type","function","host","deploymentDomain","deploymentId","durationMs","region","maxMemoryUsed","memorySize","message","projectId","traceId","sessionId","invocationId","instanceId"
"2025-06-29 10:29:23",1751192963380,"biz-clone.vercel.app/api","GET","",-1,"p4n8p-1751192962561-cd7a5877fc1d","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36","info","production","main","MISS","lambda","/api","biz-clone.vercel.app","biz-clone.vercel.app","dpl_HzofV6UgHoPcUCAd8ChdzwwtFDnV",-1,"iad1",-1,-1,"=========================","prj_SuNinxlnEEtyTRIqU5clUZ38z8FQ","","","01JYXKR28V4YAW4E5N3Y7Q8V7V",""
"2025-06-29 10:29:23",1751192963380,"biz-clone.vercel.app/api","GET","",-1,"p4n8p-1751192962561-cd7a5877fc1d","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36","info","production","main","MISS","lambda","/api","biz-clone.vercel.app","biz-clone.vercel.app","dpl_HzofV6UgHoPcUCAd8ChdzwwtFDnV",-1,"iad1",-1,-1,"Body: {
  ""status"": ""MCP endpoint is running"",
  ""timestamp"": ""2025-06-29T10:29:23.378Z"",
  ""availableMethods"": [
    ""initialize"",
    ""list_tools"",
    ""call_tool""
  ],
  ""corsEnabled"": true,
  ""endpoint"": ""/api"",
  ""protocol"": ""JSON-RPC 2.0""
}","prj_SuNinxlnEEtyTRIqU5clUZ38z8FQ","","","01JYXKR28V4YAW4E5N3Y7Q8V7V",""
"2025-06-29 10:29:23",1751192963380,"biz-clone.vercel.app/api","GET","",-1,"p4n8p-1751192962561-cd7a5877fc1d","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36","info","production","main","MISS","lambda","/api","biz-clone.vercel.app","biz-clone.vercel.app","dpl_HzofV6UgHoPcUCAd8ChdzwwtFDnV",-1,"iad1",-1,-1,"Status: 200","prj_SuNinxlnEEtyTRIqU5clUZ38z8FQ","","","01JYXKR28V4YAW4E5N3Y7Q8V7V",""
"2025-06-29 10:29:23",1751192963380,"biz-clone.vercel.app/api","GET","",-1,"p4n8p-1751192962561-cd7a5877fc1d","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36","info","production","main","MISS","lambda","/api","biz-clone.vercel.app","biz-clone.vercel.app","dpl_HzofV6UgHoPcUCAd8ChdzwwtFDnV",-1,"iad1",-1,-1,"Timestamp: 2025-06-29T10:29:23.378Z","prj_SuNinxlnEEtyTRIqU5clUZ38z8FQ","","","01JYXKR28V4YAW4E5N3Y7Q8V7V",""
"2025-06-29 10:29:23",1751192963380,"biz-clone.vercel.app/api","GET","",-1,"p4n8p-1751192962561-cd7a5877fc1d","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36","info","production","main","MISS","lambda","/api","biz-clone.vercel.app","biz-clone.vercel.app","dpl_HzofV6UgHoPcUCAd8ChdzwwtFDnV",-1,"iad1",-1,-1,"=== MCP Response Debug ===","prj_SuNinxlnEEtyTRIqU5clUZ38z8FQ","","","01JYXKR28V4YAW4E5N3Y7Q8V7V",""
"2025-06-29 10:29:23",1751192963379,"biz-clone.vercel.app/api","GET","",-1,"p4n8p-1751192962561-cd7a5877fc1d","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36","info","production","main","MISS","lambda","/api","biz-clone.vercel.app","biz-clone.vercel.app","dpl_HzofV6UgHoPcUCAd8ChdzwwtFDnV",-1,"iad1",-1,-1,"========================","prj_SuNinxlnEEtyTRIqU5clUZ38z8FQ","","","01JYXKR28V4YAW4E5N3Y7Q8V7V",""
"2025-06-29 10:29:23",1751192963379,"biz-clone.vercel.app/api","GET","",-1,"p4n8p-1751192962561-cd7a5877fc1d","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36","info","production","main","MISS","lambda","/api","biz-clone.vercel.app","biz-clone.vercel.app","dpl_HzofV6UgHoPcUCAd8ChdzwwtFDnV",-1,"iad1",-1,-1,"Body: null","prj_SuNinxlnEEtyTRIqU5clUZ38z8FQ","","","01JYXKR28V4YAW4E5N3Y7Q8V7V",""
"2025-06-29 10:29:23",1751192963379,"biz-clone.vercel.app/api","GET","",-1,"p4n8p-1751192962561-cd7a5877fc1d","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36","info","production","main","MISS","lambda","/api","biz-clone.vercel.app","biz-clone.vercel.app","dpl_HzofV6UgHoPcUCAd8ChdzwwtFDnV",-1,"iad1",-1,-1,"Headers: {
  ""accept"": ""text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8,application/signed-exchange;v=b3;q=0.7"",
  ""accept-encoding"": ""gzip, deflate, br, zstd"",
  ""accept-language"": ""ja,en-US;q=0.9,en;q=0.8,zh-TW;q=0.7,zh;q=0.6"",
  ""access-control-allow-credentials"": ""true"",
  ""access-control-allow-headers"": ""Content-Type, Authorization, X-Requested-With, Accept, Cache-Control"",
  ""access-control-allow-methods"": ""GET, POST, PUT, DELETE, OPTIONS"",
  ""access-control-allow-origin"": ""*"",
  ""access-control-max-age"": ""86400"",
  ""connection"": ""close"",
  ""cookie"": ""current-user-id=5ccd7a64-ca06-4b38-8410-b1ad937439b2"",
  ""date"": ""Sun, 29 Jun 2025 10:29:23 GMT"",
  ""forwarded"": ""for=126.79.17.236;host=biz-clone.vercel.app;proto=https;sig=0QmVhcmVyIDczZTJmYjAxMGU5NTRmMzcxMDVjMjNiMTMzY2JkODEzZmMwOTYyNWU5NTNjZGRiZDhiOTM4ZDRmN2I3MjU1MmE=;exp=1751193262"",
  ""host"": ""biz-clone.vercel.app"",
  ""priority"": ""u=0, i"",
  ""referer"": ""https://claude.ai/"",
  ""sec-ch-ua"": ""\""Google Chrome\"";v=\""137\"", \""Chromium\"";v=\""137\"", \""Not/A)Brand\"";v=\""24\"""",
  ""sec-ch-ua-mobile"": ""?0"",
  ""sec-ch-ua-platform"": ""\""Windows\"""",
  ""sec-fetch-dest"": ""document"",
  ""sec-fetch-mode"": ""navigate"",
  ""sec-fetch-site"": ""cross-site"",
  ""sec-fetch-user"": ""?1"",
  ""upgrade-insecure-requests"": ""1"",
  ""user-agent"": ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"",
  ""x-forwarded-for"": ""126.79.17.236"",
  ""x-forwarded-host"": ""biz-clone.vercel.app"",
  ""x-forwarded-port"": ""443"",
  ""x-forwarded-proto"": ""https"",
  ""x-matched-path"": ""/api"",
  ""x-real-ip"": ""126.79.17.236"",
  ""x-vercel-deployment-url"": ""biz-clone-2sopbl0b3-sudat1201s-projects.vercel.app"",
  ""x-vercel-forwarded-for"": ""126.79.17.236"",
  ""x-vercel-id"": ""kix1::p4n8p-1751192962561-cd7a5877fc1d"",
  ""x-vercel-internal-bot-check"": ""skip"",
  ""x-vercel-internal-ingress-bucket"": ""bucket017"",
  ""x-vercel-ip-as-number"": ""17676"",
  ""x-vercel-ip-continent"": ""AS"",
  ""x-vercel-ip-country"": ""JP"",
  ""x-vercel-ip-country-region"": ""13"",
  ""x-vercel-ip-latitude"": ""35.6893"",
  ""x-vercel-ip-longitude"": ""139.6899"",
  ""x-vercel-ip-timezone"": ""Asia/Tokyo"",
  ""x-vercel-ja4-digest"": ""t13d1517h2_8daaf6152771_b6f405a00624"",
  ""x-vercel-oidc-token"": ""eyJraWQiOiJtcmstNDMwMmVjMWI2NzBmNDhhOThhZDYxZGFkZTRhMjNiZTciLCJhbGciOiJSUzI1NiIsInR5cCI6IkpXVCJ9.eyJuYmYiOjE3NTExOTA1MDAsIm93bmVyX2lkIjoidGVhbV9INmREdDF5Q29vRkNtMXJweFVUVkFUTmMiLCJpYXQiOjE3NTExOTA1MDAsInZlcmNlbF9pZCI6ImtpeDE6Omt3ZmpzLTE3NTExOTA1MDAzMzQtMGEzNDIwODY2NGI4IiwiYXVkIjoiaHR0cHM6XC9cL3ZlcmNlbC5jb21cL3N1ZGF0MTIwMXMtcHJvamVjdHMiLCJvd25lciI6InN1ZGF0MTIwMXMtcHJvamVjdHMiLCJpc3MiOiJodHRwczpcL1wvb2lkYy52ZXJjZWwuY29tXC9zdWRhdDEyMDFzLXByb2plY3RzIiwicHJvamVjdF9pZCI6InByal9TdU5pbnhsbkVFdHlUUklxVTVjbFVaMzh6OEZRIiwiZXhwIjoxNzUxMTk0MTAwLCJlbnZpcm9ubWVudCI6InByb2R1Y3Rpb24iLCJzY29wZSI6Im93bmVyOnN1ZGF0MTIwMXMtcHJvamVjdHM6cHJvamVjdDpiaXotY2xvbmU6ZW52aXJvbm1lbnQ6cHJvZHVjdGlvbiIsInN1YiI6Im93bmVyOnN1ZGF0MTIwMXMtcHJvamVjdHM6cHJvamVjdDpiaXotY2xvbmU6ZW52aXJvbm1lbnQ6cHJvZHVjdGlvbiIsInByb2plY3QiOiJiaXotY2xvbmUifQ.FQznHNOpsFKgRaDclf6qMtxXTVGpEeJx-kfSKLliN9eDBaigkIDHIxMowF5pNF_Jnxx_q2CJBCPSd-Ptmyddsd0Dp2ciGgnOfatY1iWqo293qEVnK0MdEObvACqbJaOhDpATx3fR0RW9eDLZKSHbRgB-5TVNPDa15tYD-UfjkzBCyVwGl9955Tc9_azAF5nEHfQlJT8GMeWb53ND-QszBv_kPhJLHCPxRUCfJlzGnNZsf8mid-M5S00uHVVvIYSVPsz5wGF1tGCEuK_qlIA_yGYP6GQa2v4wqiusN-YmB0ofyQ2D-Q_i6pJmil4-0rTf4mooodI0YiJ48mVi9pa6ZA"",
  ""x-vercel-proxied-for"": ""126.79.17.236"",
  ""x-vercel-proxy-signature"": ""Bearer 73e2fb010e954f37105c23b133cbd813fc09625e953cddbd8b938d4f7b72552a"",
  ""x-vercel-proxy-signature-ts"": ""1751193262"",
  ""x-vercel-sc-basepath"": """",
  ""x-vercel-sc-headers"": ""{\""x-vercel-function-platform\"":\""vercel\\/proxy+serverless\"",\""Authorization\"":\""Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJkZXBsb3ltZW50SWQiOiJkcGxfSHpvZlY2VWdIb1BjVUNBZDhDaGR6d3d0RkRuViIsInVubGltaXRlZCI6ZmFsc2UsInBsYW4iOiJob2JieSIsImlzcyI6InNlcnZlcmxlc3MiLCJkb21haW4iOiJiaXotY2xvbmUudmVyY2VsLmFwcCIsImJsb2NrIjpmYWxzZSwiaWF0IjoxNzUxMTkyOTYzLCJwcm9qZWN0SWQiOiJwcmpfU3VOaW54bG5FRXR5VFJJcVU1Y2xVWjM4ejhGUSIsImV4cCI6MTc1MTE5Mzg4Mywib3duZXJJZCI6InRlYW1fSDZkRHQxeUNvb0ZDbTFycHhVVFZBVE5jIiwicmVxdWVzdElkIjoicDRuOHAtMTc1MTE5Mjk2MjU2MS1jZDdhNTg3N2ZjMWQiLCJlbnYiOiJwcm9kdWN0aW9uIn0._oeUe_D09gFnos6YZ2PyIW6b6HJ-Dj2JQDa5pNbuvns\""}"",
  ""x-vercel-sc-host"": ""iad1.suspense-cache.vercel-infra.com""
}","prj_SuNinxlnEEtyTRIqU5clUZ38z8FQ","","","01JYXKR28V4YAW4E5N3Y7Q8V7V",""
"2025-06-29 10:29:23",1751192963379,"biz-clone.vercel.app/api","GET","",-1,"p4n8p-1751192962561-cd7a5877fc1d","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36","info","production","main","MISS","lambda","/api","biz-clone.vercel.app","biz-clone.vercel.app","dpl_HzofV6UgHoPcUCAd8ChdzwwtFDnV",-1,"iad1",-1,-1,"Path: /api","prj_SuNinxlnEEtyTRIqU5clUZ38z8FQ","","","01JYXKR28V4YAW4E5N3Y7Q8V7V",""
"2025-06-29 10:29:23",1751192963379,"biz-clone.vercel.app/api","GET","",-1,"p4n8p-1751192962561-cd7a5877fc1d","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36","info","production","main","MISS","lambda","/api","biz-clone.vercel.app","biz-clone.vercel.app","dpl_HzofV6UgHoPcUCAd8ChdzwwtFDnV",-1,"iad1",-1,-1,"Method: GET","prj_SuNinxlnEEtyTRIqU5clUZ38z8FQ","","","01JYXKR28V4YAW4E5N3Y7Q8V7V",""
