"TimeUTC","timestampInMs","requestPath","requestMethod","requestQueryString","responseStatusCode","requestId","requestUserAgent","level","environment","branch","vercelCache","type","function","host","deploymentDomain","deploymentId","durationMs","region","maxMemoryUsed","memorySize","message","projectId","traceId","sessionId","invocationId","instanceId"
"2025-06-29 13:55:10",1751205310450,"biz-clone.vercel.app/api","GET","",-1,"tvprc-1751205210372-2fd520b6b2ce","Claude-User","info","production","main","MISS","lambda","/api","biz-clone.vercel.app","biz-clone.vercel.app","dpl_3kL9kQaNbywhDH1yEBhsdxED4wT2",-1,"iad1",-1,-1,"💓 SSE heartbeat sent","prj_SuNinxlnEEtyTRIqU5clUZ38z8FQ","","","01JYXZDT9PBK0638F41M8X0K3K",""
"2025-06-29 13:55:01",1751205301994,"biz-clone.vercel.app/api","GET","",-1,"rxtfg-1751205221949-70a322658ddf","Claude-User","info","production","main","MISS","lambda","/api","biz-clone.vercel.app","biz-clone.vercel.app","dpl_3kL9kQaNbywhDH1yEBhsdxED4wT2",-1,"iad1",-1,-1,"💓 SSE heartbeat sent","prj_SuNinxlnEEtyTRIqU5clUZ38z8FQ","","","01JYXZDT9PBK0638F41M8X0K3K",""
"2025-06-29 13:54:59",1751205299332,"biz-clone.vercel.app/api","GET","",-1,"xkl67-1751205299269-6ace5ce0955a","Claude-User","info","production","main","MISS","lambda","/api","biz-clone.vercel.app","biz-clone.vercel.app","dpl_3kL9kQaNbywhDH1yEBhsdxED4wT2",-1,"iad1",-1,-1,"🔧 SSE prompts message sent","prj_SuNinxlnEEtyTRIqU5clUZ38z8FQ","","","01JYXZDT9PBK0638F41M8X0K3K",""
"2025-06-29 13:54:59",1751205299332,"biz-clone.vercel.app/api","GET","",-1,"xkl67-1751205299269-6ace5ce0955a","Claude-User","info","production","main","MISS","lambda","/api","biz-clone.vercel.app","biz-clone.vercel.app","dpl_3kL9kQaNbywhDH1yEBhsdxED4wT2",-1,"iad1",-1,-1,"Returning prompts","prj_SuNinxlnEEtyTRIqU5clUZ38z8FQ","","","01JYXZDT9PBK0638F41M8X0K3K",""
"2025-06-29 13:54:59",1751205299332,"biz-clone.vercel.app/api","GET","",-1,"xkl67-1751205299269-6ace5ce0955a","Claude-User","info","production","main","MISS","lambda","/api","biz-clone.vercel.app","biz-clone.vercel.app","dpl_3kL9kQaNbywhDH1yEBhsdxED4wT2",-1,"iad1",-1,-1,"Handling list_prompts","prj_SuNinxlnEEtyTRIqU5clUZ38z8FQ","","","01JYXZDT9PBK0638F41M8X0K3K",""
"2025-06-29 13:54:59",1751205299332,"biz-clone.vercel.app/api","GET","",-1,"xkl67-1751205299269-6ace5ce0955a","Claude-User","info","production","main","MISS","lambda","/api","biz-clone.vercel.app","biz-clone.vercel.app","dpl_3kL9kQaNbywhDH1yEBhsdxED4wT2",-1,"iad1",-1,-1,"🔧 SSE resources message sent","prj_SuNinxlnEEtyTRIqU5clUZ38z8FQ","","","01JYXZDT9PBK0638F41M8X0K3K",""
"2025-06-29 13:54:59",1751205299331,"biz-clone.vercel.app/api","GET","",-1,"xkl67-1751205299269-6ace5ce0955a","Claude-User","info","production","main","MISS","lambda","/api","biz-clone.vercel.app","biz-clone.vercel.app","dpl_3kL9kQaNbywhDH1yEBhsdxED4wT2",-1,"iad1",-1,-1,"Returning resources","prj_SuNinxlnEEtyTRIqU5clUZ38z8FQ","","","01JYXZDT9PBK0638F41M8X0K3K",""
"2025-06-29 13:54:59",1751205299331,"biz-clone.vercel.app/api","GET","",-1,"xkl67-1751205299269-6ace5ce0955a","Claude-User","info","production","main","MISS","lambda","/api","biz-clone.vercel.app","biz-clone.vercel.app","dpl_3kL9kQaNbywhDH1yEBhsdxED4wT2",-1,"iad1",-1,-1,"Handling list_resources","prj_SuNinxlnEEtyTRIqU5clUZ38z8FQ","","","01JYXZDT9PBK0638F41M8X0K3K",""
"2025-06-29 13:54:59",1751205299331,"biz-clone.vercel.app/api","GET","",-1,"xkl67-1751205299269-6ace5ce0955a","Claude-User","info","production","main","MISS","lambda","/api","biz-clone.vercel.app","biz-clone.vercel.app","dpl_3kL9kQaNbywhDH1yEBhsdxED4wT2",-1,"iad1",-1,-1,"🔧 SSE tools message sent","prj_SuNinxlnEEtyTRIqU5clUZ38z8FQ","","","01JYXZDT9PBK0638F41M8X0K3K",""
"2025-06-29 13:54:59",1751205299331,"biz-clone.vercel.app/api","GET","",-1,"xkl67-1751205299269-6ace5ce0955a","Claude-User","info","production","main","MISS","lambda","/api","biz-clone.vercel.app","biz-clone.vercel.app","dpl_3kL9kQaNbywhDH1yEBhsdxED4wT2",-1,"iad1",-1,-1,"Returning 2 tools","prj_SuNinxlnEEtyTRIqU5clUZ38z8FQ","","","01JYXZDT9PBK0638F41M8X0K3K",""
"2025-06-29 13:54:59",1751205299331,"biz-clone.vercel.app/api","GET","",-1,"xkl67-1751205299269-6ace5ce0955a","Claude-User","info","production","main","MISS","lambda","/api","biz-clone.vercel.app","biz-clone.vercel.app","dpl_3kL9kQaNbywhDH1yEBhsdxED4wT2",-1,"iad1",-1,-1,"Handling list_tools","prj_SuNinxlnEEtyTRIqU5clUZ38z8FQ","","","01JYXZDT9PBK0638F41M8X0K3K",""
"2025-06-29 13:54:59",1751205299331,"biz-clone.vercel.app/api","GET","",-1,"xkl67-1751205299269-6ace5ce0955a","Claude-User","info","production","main","MISS","lambda","/api","biz-clone.vercel.app","biz-clone.vercel.app","dpl_3kL9kQaNbywhDH1yEBhsdxED4wT2",-1,"iad1",-1,-1,"🚀 SSE init message sent","prj_SuNinxlnEEtyTRIqU5clUZ38z8FQ","","","01JYXZDT9PBK0638F41M8X0K3K",""
